CNPJ_COMPLETO;valor_real;PORTE;cnpj_basico;CEP;situacao_cadastral_atual;data_situacao_cadastral_atual;DT_ABERTURA;DT_FECHAMENTO;data_reabertura;situacao_fechamento;numero_posts;tem_instagram;cnae_fiscal_principal;nome_municipio
60.725.975/0002-90;1;5.0;60725975.0;99032040.0;2.0;20141201.0;20141029.0;20091217.0;20141201.0;8.0;855;1;4511101.0;PORTO ALEGRE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;19870812.0;20051103.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20070605.0;20071129.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20090528.0;20110428.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20111124.0;20121101.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20131218.0;20151117.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20160419.0;20171212.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20180104.0;20190109.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20190425.0;20200121.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20200728.0;20210312.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20210315.0;20220912.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20220922.0;20230119.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20230303.0;20231226.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20231228.0;20240119.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20240205.0;20240926.0;8.0;183;1;6422100.0;ALEGRETE
60.746.948/9555-11;0;5.0;60746948.0;98500000.0;8.0;20250716.0;20110728.0;20241219.0;20250311.0;8.0;183;1;6422100.0;ALEGRETE
60.869.013/0016-00;0;5.0;60869013.0;90510002.0;8.0;20220503.0;20140207.0;;;;0;0;4773300.0;PORTO ALEGRE
60.872.306/0145-43;0;5.0;60872306.0;90820001.0;8.0;20250630.0;20161010.0;20020411.0;20051103.0;8.0;1208;1;4741500.0;PORTO ALEGRE
60.872.306/0145-43;0;5.0;60872306.0;90820001.0;8.0;20250630.0;20161010.0;20080417.0;20161011.0;8.0;1208;1;4741500.0;PORTO ALEGRE
60.872.306/0145-43;0;5.0;60872306.0;90820001.0;8.0;20250630.0;20161010.0;20170518.0;20220601.0;8.0;1208;1;4741500.0;PORTO ALEGRE
60.872.306/0145-43;0;5.0;60872306.0;90820001.0;8.0;20250630.0;20161010.0;20230109.0;20250611.0;8.0;1208;1;4741500.0;PORTO ALEGRE
60.873.973/0019-96;1;5.0;60873973.0;90220060.0;2.0;20051103.0;20001005.0;;;;1567;1;2229301.0;PORTO ALEGRE
60.964.996/0014-00;1;5.0;60964996.0;90030130.0;2.0;19980728.0;19920207.0;;;;1;1;9430800.0;PORTO ALEGRE
61.064.697/0009-06;0;5.0;61064697.0;90510000.0;8.0;20210217.0;19820120.0;;;;0;0;8299799.0;PORTO ALEGRE
61.082.822/0071-66;0;5.0;61082822.0;96810120.0;8.0;20190606.0;20001024.0;;;;0;0;8299799.0;SANTA CRUZ DO SUL
61.136.701/0005-70;0;5.0;61136701.0;91140410.0;2.0;20231107.0;20231107.0;20151019.0;20231107.0;8.0;773;1;4530701.0;PORTO ALEGRE
61.139.432/0111-07;1;5.0;61139432.0;92420360.0;2.0;20051103.0;19970908.0;19980924.0;20051103.0;8.0;290;1;4930201.0;PORTO ALEGRE
61.142.550/0011-01;1;5.0;61142550.0;99500000.0;2.0;20051103.0;20000620.0;19880517.0;20051103.0;8.0;1670;1;8888888.0;PORTO ALEGRE
61.149.589/0198-74;0;5.0;61149589.0;94930605.0;8.0;20050913.0;19940330.0;;;;0;0;4639701.0;PORTO ALEGRE
61.186.490/0015-52;1;5.0;61186490.0;90035000.0;2.0;20031004.0;19730724.0;;;;1831;1;4761001.0;PORTO ALEGRE
61.338.844/0012-94;1;5.0;61338844.0;95853000.0;2.0;20140328.0;20140328.0;;;;395;1;4669999.0;TRIUNFO
61.370.615/0003-66;1;5.0;61370615.0;95054780.0;2.0;20140206.0;20140206.0;;;;143;1;2599399.0;CAXIAS DO SUL
61.383.493/0005-04;0;5.0;61383493.0;95020460.0;8.0;20231219.0;19890411.0;;;;972;1;6512000.0;PORTO ALEGRE
61.413.282/0029-44;1;5.0;61413282.0;90470430.0;2.0;20051103.0;19760831.0;;;;1563;1;2759799.0;PORTO ALEGRE
61.528.030/0021-03;0;5.0;61528030.0;99010090.0;8.0;20140916.0;20100823.0;;;;264;1;4686902.0;PASSO FUNDO
61.586.558/0045-06;0;5.0;61586558.0;92480000.0;8.0;20250403.0;19980801.0;;;;0;0;4639701.0;CACHOEIRINHA
62.277.041/0010-78;1;5.0;62277041.0;90220040.0;8.0;20191023.0;20100713.0;;;;2193;1;4761001.0;PORTO ALEGRE
62.939.244/0003-53;0;5.0;62939244.0;90240190.0;8.0;20221220.0;19790706.0;;;;0;0;4930202.0;BENTO GONCALVES
64.641.327/0008-00;0;5.0;64641327.0;90480000.0;2.0;20221128.0;20221128.0;20210303.0;20221128.0;8.0;0;0;6209100.0;PORTO ALEGRE
64.807.472/0006-48;0;5.0;64807472.0;91060590.0;8.0;20220322.0;20010626.0;;;;0;0;2391503.0;PORTO ALEGRE
64.904.295/0046-05;0;5.0;64904295.0;90110910.0;8.0;20210128.0;20190121.0;19990430.0;20051103.0;8.0;521;1;4639701.0;SANTA VITORIA DO PALMAR
64.904.295/0046-05;0;5.0;64904295.0;90110910.0;8.0;20210128.0;20190121.0;20140729.0;20190121.0;8.0;521;1;4639701.0;SANTA VITORIA DO PALMAR
66.065.129/0003-58;0;3.0;66065129.0;90035191.0;8.0;20181114.0;20030703.0;;;;0;0;8291100.0;PORTO ALEGRE
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;19981211.0;20051103.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20090901.0;20120327.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20120524.0;20120906.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20140815.0;20150319.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20160614.0;20170110.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20170516.0;20180322.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20190117.0;20190124.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20190219.0;20190909.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20190924.0;20191112.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20191112.0;20200825.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20201204.0;20210315.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20210520.0;20210806.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20211203.0;20220217.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20220325.0;20220901.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20221227.0;20230126.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20230331.0;20230410.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20230418.0;20230517.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20230707.0;20230727.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20230811.0;20240320.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20240405.0;20240628.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20241205.0;20250110.0;8.0;1376;1;5620101.0;FARROUPILHA
67.945.071/1187-24;0;5.0;67945071.0;95010550.0;8.0;20250626.0;20191003.0;20250225.0;20250625.0;8.0;1376;1;5620101.0;FARROUPILHA
68.119.866/0014-74;1;5.0;68119866.0;90110180.0;8.0;20250508.0;20211216.0;;;;172;1;4120400.0;PORTO ALEGRE
68.790.922/0001-83;1;1.0;68790922.0;95880000.0;2.0;20011201.0;19930224.0;;;;196;1;2930101.0;ESTRELA
68.825.744/0005-02;1;5.0;68825744.0;95030310.0;2.0;20051205.0;20051205.0;;;;15;1;1731100.0;CAXIAS DO SUL
68.839.828/0001-71;1;1.0;68839828.0;95700010.0;8.0;20140508.0;20120710.0;;;;768;1;4530703.0;BENTO GONCALVES
71.615.330/0004-82;1;5.0;71615330.0;93700000.0;2.0;20230714.0;20230714.0;;;;244;1;7739099.0;CAMPO BOM
71.677.850/0010-68;0;5.0;71677850.0;90570080.0;8.0;20211217.0;20181210.0;;;;0;0;6612603.0;PORTO ALEGRE
71.785.687/0002-47;0;5.0;71785687.0;90620001.0;8.0;20241220.0;20200121.0;;;;0;0;4645101.0;PORTO ALEGRE
71.881.833/0002-38;1;3.0;71881833.0;90520310.0;2.0;20101216.0;20101216.0;;;;719;1;6203100.0;PORTO ALEGRE
71.908.859/0007-37;0;5.0;71908859.0;90035191.0;8.0;20170213.0;20141008.0;;;;0;0;5232000.0;PORTO ALEGRE
72.027.014/0038-00;0;5.0;72027014.0;92420030.0;8.0;20061231.0;20040206.0;;;;0;0;1062700.0;CANOAS
72.044.530/0001-42;1;3.0;72044530.0;95720000.0;2.0;20001223.0;19930323.0;;;;587;1;4744001.0;GARIBALDI
72.107.576/0001-63;1;5.0;72107576.0;95680162.0;2.0;20051103.0;19930413.0;;;;205;1;6462000.0;CANELA
72.165.590/0001-13;1;3.0;72165590.0;94836010.0;2.0;20051103.0;19930428.0;;;;50;1;2869100.0;ALVORADA
72.217.938/0002-50;0;1.0;72217938.0;93806304.0;8.0;20241031.0;20190930.0;;;;520;1;9601703.0;SAPIRANGA
72.300.122/0008-80;1;5.0;72300122.0;91060410.0;2.0;20250410.0;20250410.0;;;;517;1;3520401.0;PORTO ALEGRE
72.430.184/0001-30;1;5.0;72430184.0;96505830.0;8.0;20200720.0;20190822.0;;;;1949;1;2599399.0;CACHOEIRA DO SUL
72.432.628/0003-39;1;5.0;72432628.0;99711406.0;2.0;20220418.0;20220418.0;20060621.0;20220418.0;8.0;309;1;2862300.0;ERECHIM
72.459.332/0001-40;1;3.0;72459332.0;93600310.0;2.0;20050205.0;19930715.0;;;;182;1;6622300.0;ESTANCIA VELHA
72.467.913/0001-23;1;3.0;72467913.0;90150004.0;2.0;20050924.0;19930719.0;;;;1861;1;4789099.0;PORTO ALEGRE
72.473.291/0001-46;1;3.0;72473291.0;90510002.0;8.0;20180711.0;20011121.0;;;;1;1;4781400.0;PORTO ALEGRE
72.512.619/0002-77;0;5.0;72512619.0;96610000.0;8.0;20230511.0;20210310.0;;;;0;0;4622200.0;ENCRUZILHADA DO SUL
72.535.370/0010-25;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20070208.0;20090119.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0010-25;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20120405.0;20140506.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0010-25;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20190515.0;20201203.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0011-06;1;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20070208.0;20090119.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0011-06;1;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20120405.0;20140506.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0011-06;1;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20190515.0;20201203.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0018-82;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20070208.0;20090119.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0018-82;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20120405.0;20140506.0;8.0;763;1;4722901.0;CAMPO BOM
72.535.370/0018-82;0;5.0;72535370.0;95555000.0;8.0;20240604.0;20220405.0;20190515.0;20201203.0;8.0;763;1;4722901.0;CAMPO BOM
73.174.377/0009-98;1;5.0;73174377.0;92130000.0;2.0;20210303.0;20210303.0;;;;387;1;4644302.0;CANOAS
73.279.093/0011-80;1;5.0;73279093.0;99010000.0;2.0;20091023.0;20091023.0;;;;774;1;6612602.0;PASSO FUNDO
73.289.050/0003-76;1;5.0;73289050.0;95700010.0;2.0;20070521.0;20070521.0;20020123.0;20051103.0;8.0;204;1;3101200.0;BENTO GONCALVES
73.535.494/0001-82;1;3.0;73535494.0;92410020.0;2.0;20031004.0;19931019.0;;;;6;1;3291400.0;CANOAS
73.612.970/0001-11;1;5.0;73612970.0;90220210.0;8.0;20170502.0;20111111.0;;;;33;1;4221904.0;PORTO ALEGRE
73.717.050/0001-68;1;1.0;73717050.0;95080193.0;2.0;20041231.0;19931118.0;;;;0;0;2812700.0;CAXIAS DO SUL
73.717.639/0009-13;0;5.0;73717639.0;95010005.0;8.0;20221101.0;20110804.0;;;;0;0;6550200.0;CAXIAS DO SUL
73.763.377/0001-76;1;1.0;73763377.0;95098655.0;2.0;20240105.0;19931124.0;;;;223;1;4530704.0;CAXIAS DO SUL
73.801.862/0006-00;1;5.0;73801862.0;90110180.0;2.0;20230224.0;20230224.0;;;;312;1;4930202.0;PORTO ALEGRE
73.961.260/0001-05;1;1.0;73961260.0;90540040.0;2.0;20051007.0;19931228.0;;;;30;1;4399102.0;PORTO ALEGRE
74.168.204/0003-34;0;5.0;74168204.0;95010005.0;8.0;20171006.0;20110216.0;;;;0;0;4781400.0;CAXIAS DO SUL
74.224.163/0002-75;0;5.0;74224163.0;90200200.0;8.0;20210831.0;19940623.0;;;;0;0;8299799.0;PORTO ALEGRE
74.871.963/0001-05;1;5.0;74871963.0;94480795.0;2.0;20020615.0;19940919.0;;;;362;1;7120100.0;VIAMAO
74.873.928/0002-06;0;3.0;74873928.0;91350200.0;8.0;20170519.0;19941014.0;;;;0;0;6550200.0;PORTO ALEGRE
75.171.827/0034-25;0;5.0;75171827.0;96020360.0;8.0;20100730.0;20060623.0;19871013.0;20051103.0;8.0;91;1;4930202.0;PELOTAS
75.324.905/0034-84;0;5.0;75324905.0;91150170.0;4.0;20190116.0;20050317.0;;;;0;0;4930202.0;PORTO ALEGRE
75.584.110/0181-94;0;5.0;75584110.0;96055120.0;2.0;20250704.0;20250704.0;20210331.0;20220602.0;8.0;1684;1;5620101.0;CANOAS
75.584.110/0181-94;0;5.0;75584110.0;96055120.0;2.0;20250704.0;20250704.0;20230215.0;20230630.0;8.0;1684;1;5620101.0;CANOAS
75.584.110/0181-94;0;5.0;75584110.0;96055120.0;2.0;20250704.0;20250704.0;20241107.0;20250704.0;8.0;1684;1;5620101.0;CANOAS
76.062.488/0019-72;0;5.0;76062488.0;98460970.0;8.0;20181017.0;20081023.0;20131106.0;20140811.0;8.0;0;0;4691500.0;IRAI
76.085.125/0003-95;1;3.0;76085125.0;95034240.0;8.0;20250714.0;20221212.0;;;;103;1;4930202.0;CAXIAS DO SUL
76.104.397/0021-77;1;5.0;76104397.0;90480000.0;2.0;20170110.0;20170110.0;;;;545;1;4930202.0;PORTO ALEGRE
76.444.751/0016-45;0;5.0;76444751.0;96230000.0;8.0;20190211.0;20150629.0;;;;0;0;4211101.0;PORTO ALEGRE
76.497.338/0049-07;1;5.0;76497338.0;90870001.0;8.0;20181105.0;20081215.0;;;;1185;1;8513900.0;PORTO ALEGRE
76.727.122/0009-01;0;5.0;76727122.0;96760000.0;8.0;20131217.0;19970114.0;;;;0;0;1069400.0;CAXIAS DO SUL
76.828.201/0007-39;1;5.0;76828201.0;95820000.0;8.0;20160908.0;20101117.0;;;;602;1;1061901.0;ALEGRETE
77.162.881/0003-33;0;5.0;77162881.0;95110195.0;8.0;20180902.0;20150720.0;;;;0;0;6612602.0;CAXIAS DO SUL
77.595.395/0046-49;1;5.0;77595395.0;99600000.0;8.0;20250625.0;20200831.0;;;;809;1;4634601.0;NONOAI
77.636.074/0016-20;1;5.0;77636074.0;90010001.0;2.0;20100621.0;20100621.0;;;;2122;1;7911200.0;PORTO ALEGRE
77.886.398/0008-06;1;5.0;77886398.0;98400000.0;2.0;20230629.0;20230629.0;;;;305;1;4930202.0;FREDERICO WESTPHALEN
77.998.276/0002-16;0;3.0;77998276.0;90020007.0;8.0;20020917.0;19990708.0;;;;0;0;6920602.0;PORTO ALEGRE
78.134.731/0008-93;1;5.0;78134731.0;93270120.0;2.0;20221201.0;20221201.0;;;;1429;1;4530703.0;ESTEIO
78.269.545/0009-42;0;5.0;78269545.0;98680000.0;8.0;20220720.0;20181120.0;;;;0;0;1052000.0;TIRADENTES DO SUL
78.756.350/0004-12;0;5.0;78756350.0;99500000.0;8.0;20190411.0;20100923.0;;;;0;0;4683400.0;CARAZINHO
79.290.557/0008-30;1;3.0;79290557.0;91060590.0;2.0;20181008.0;20181008.0;;;;1;1;4930202.0;PORTO ALEGRE
79.345.583/0007-38;0;5.0;79345583.0;95010060.0;8.0;20061019.0;20041111.0;;;;0;0;4751201.0;CAXIAS DO SUL
79.879.318/0003-06;0;5.0;79879318.0;90200041.0;2.0;20140703.0;20140703.0;20061024.0;20140703.0;8.0;902;1;4662100.0;PORTO ALEGRE
80.348.618/0008-52;0;5.0;80348618.0;90430001.0;8.0;20150901.0;20070927.0;;;;0;0;4751201.0;PORTO ALEGRE
80.663.958/0008-78;1;5.0;80663958.0;97501570.0;2.0;20130722.0;20130722.0;;;;835;1;5250801.0;URUGUAIANA
80.680.093/0005-05;1;5.0;80680093.0;91330001.0;2.0;20120308.0;20120308.0;;;;1913;1;6201501.0;PORTO ALEGRE
80.732.928/0059-16;0;5.0;80732928.0;96020260.0;2.0;20250319.0;20250319.0;20201228.0;20250122.0;8.0;0;0;5510801.0;PORTO ALEGRE
81.372.914/0002-66;0;5.0;81372914.0;93510205.0;8.0;20231002.0;20050513.0;;;;0;0;4686901.0;NOVO HAMBURGO
81.437.048/0007-59;1;5.0;81437048.0;93260064.0;2.0;20120710.0;20120710.0;;;;149;1;4930203.0;ESTEIO
81.560.047/0005-35;1;5.0;81560047.0;93332378.0;2.0;20031004.0;20000519.0;;;;2832;1;4930202.0;NOVO HAMBURGO
81.800.849/0078-20;0;5.0;81800849.0;99043800.0;8.0;20221110.0;20210917.0;;;;734;1;4930202.0;TRIUNFO
82.182.759/0006-01;0;5.0;82182759.0;99150000.0;8.0;20191212.0;20190813.0;;;;0;0;3314708.0;MARAU
82.240.821/0003-21;0;5.0;82240821.0;95700010.0;8.0;20121119.0;20040615.0;;;;0;0;2599399.0;BENTO GONCALVES
82.275.918/0005-31;0;5.0;82275918.0;97030080.0;8.0;20200703.0;20140905.0;;;;0;0;2832100.0;SANTA MARIA
83.044.016/0019-52;0;5.0;83044016.0;92480000.0;8.0;20180830.0;20111128.0;;;;0;0;4639701.0;NOVA SANTA RITA
83.057.968/0006-96;1;5.0;83057968.0;99500000.0;2.0;20201006.0;20201006.0;;;;46;1;1094500.0;CARAZINHO
83.646.604/0022-61;1;5.0;83646604.0;95555000.0;2.0;20221222.0;20221222.0;;;;2369;1;4711302.0;CAPAO DA CANOA
83.675.413/0007-99;0;5.0;83675413.0;92480000.0;2.0;20250126.0;20250126.0;19930701.0;20250126.0;8.0;973;1;4789099.0;NOVA SANTA RITA
83.693.366/0016-05;0;5.0;83693366.0;96200320.0;2.0;20210205.0;20210205.0;20180131.0;20210205.0;8.0;0;0;4120400.0;RIO GRANDE
84.683.481/0438-10;0;5.0;84683481.0;99025503.0;8.0;20240902.0;20170207.0;19970612.0;20071113.0;8.0;0;0;4771701.0;PELOTAS
84.683.481/0438-10;0;5.0;84683481.0;99025503.0;8.0;20240902.0;20170207.0;20200505.0;20210505.0;8.0;0;0;4771701.0;PELOTAS
84.683.481/0438-10;0;5.0;84683481.0;99025503.0;8.0;20240902.0;20170207.0;20230210.0;20230404.0;8.0;0;0;4771701.0;PELOTAS
84.874.726/0023-59;0;5.0;84874726.0;99930000.0;8.0;20190808.0;20081008.0;;;;0;0;4722901.0;PORTO ALEGRE
85.090.033/0017-90;0;5.0;85090033.0;96930000.0;8.0;20240711.0;20210617.0;;;;0;0;4639701.0;CANDELARIA
85.155.414/0004-95;1;5.0;85155414.0;90540140.0;2.0;20230323.0;20230323.0;;;;672;1;8211300.0;PORTO ALEGRE
85.179.240/0016-34;1;5.0;85179240.0;98280000.0;2.0;20230828.0;20230828.0;;;;7456;1;4642702.0;PASSO FUNDO
85.240.869/0005-90;0;5.0;85240869.0;90230122.0;8.0;20201005.0;20150703.0;;;;0;0;4651601.0;PORTO ALEGRE
85.291.086/0009-69;1;5.0;85291086.0;95585000.0;2.0;20240410.0;20240410.0;;;;1923;1;6424703.0;ARROIO DO SAL
85.339.455/0002-70;0;5.0;85339455.0;95555000.0;8.0;20171227.0;19920701.0;;;;0;0;4731800.0;CAPAO DA CANOA
85.667.947/0029-04;1;5.0;85667947.0;92990000.0;2.0;20241218.0;20241218.0;;;;1230;1;4692300.0;SAO FRANCISCO DE PAULA
86.512.647/0022-42;0;5.0;86512647.0;95560000.0;2.0;20230206.0;20230206.0;20051117.0;20121026.0;8.0;224;1;4683400.0;MORRINHOS DO SUL
86.512.647/0022-42;0;5.0;86512647.0;95560000.0;2.0;20230206.0;20230206.0;20150826.0;20230206.0;8.0;224;1;4683400.0;MORRINHOS DO SUL
86.706.421/0001-58;1;1.0;86706421.0;95270000.0;2.0;20031115.0;19940210.0;;;;408;1;2512800.0;FLORES DA CUNHA
86.862.208/0089-77;0;5.0;86862208.0;95670762.0;2.0;20250722.0;20250722.0;20061205.0;20080331.0;8.0;942;1;5229099.0;PORTO ALEGRE
86.862.208/0089-77;0;5.0;86862208.0;95670762.0;2.0;20250722.0;20250722.0;20140509.0;20151228.0;3.0;942;1;5229099.0;PORTO ALEGRE
86.862.208/0089-77;0;5.0;86862208.0;95670762.0;2.0;20250722.0;20250722.0;20180119.0;20180621.0;8.0;942;1;5229099.0;PORTO ALEGRE
86.862.208/0089-77;0;5.0;86862208.0;95670762.0;2.0;20250722.0;20250722.0;20191007.0;20210526.0;8.0;942;1;5229099.0;PORTO ALEGRE
86.862.208/0089-77;0;5.0;86862208.0;95670762.0;2.0;20250722.0;20250722.0;20240617.0;20250213.0;8.0;942;1;5229099.0;PORTO ALEGRE
86.889.854/0003-58;1;5.0;86889854.0;99001970.0;2.0;20090518.0;20090518.0;;;;966;1;4921301.0;PASSO FUNDO
86.895.448/0001-36;1;5.0;86895448.0;95034160.0;8.0;20071220.0;19971001.0;;;;1095;1;2813500.0;CAXIAS DO SUL
87.005.716/0001-60;1;3.0;87005716.0;91110000.0;2.0;20240924.0;20240924.0;19961230.0;20011110.0;8.0;1291;1;4771702.0;PORTO ALEGRE
87.005.716/0001-60;1;3.0;87005716.0;91110000.0;2.0;20240924.0;20240924.0;20040616.0;20240924.0;8.0;1291;1;4771702.0;PORTO ALEGRE
87.007.910/0002-65;1;5.0;87007910.0;95098140.0;2.0;20080613.0;20080613.0;;;;107;1;5211701.0;CAXIAS DO SUL
87.019.584/0059-41;1;5.0;87019584.0;98500000.0;2.0;20230801.0;20230801.0;;;;1;1;9412099.0;SAO BORJA
87.024.022/0007-65;0;3.0;87024022.0;90240005.0;8.0;20210601.0;20140905.0;20150728.0;20171018.0;8.0;0;0;4752100.0;CANOAS
87.044.848/0010-91;1;5.0;87044848.0;95670000.0;2.0;20181108.0;20181108.0;19960626.0;20050930.0;8.0;1690;1;7740300.0;LAJEADO
87.044.848/0010-91;1;5.0;87044848.0;95670000.0;2.0;20181108.0;20181108.0;20120828.0;20181108.0;8.0;1690;1;7740300.0;LAJEADO
87.076.782/0001-20;1;3.0;87076782.0;97050630.0;2.0;20051103.0;19800821.0;;;;124;1;7311400.0;SANTA MARIA
87.088.670/0001-90;1;5.0;87088670.0;90520002.0;2.0;20041224.0;19800902.0;;;;2415;1;9412001.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;19880818.0;20051103.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20071127.0;20080103.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20130418.0;20140328.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20140328.0;20141201.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20150727.0;20160725.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20181228.0;20190206.0;8.0;727;1;6550200.0;PORTO ALEGRE
87.096.616/0037-05;1;5.0;87096616.0;92704380.0;2.0;20250609.0;20250609.0;20210208.0;20211220.0;8.0;727;1;6550200.0;PORTO ALEGRE
